Annee,country,Eight Regions,Four Regions,Geo,Members Oecd G77,Six Regions,UN member since,World bank income group 2017,World bank region,CO2 par habitant,Latitude,Longitude
1982,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.675,8.0,-5.5
1983,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.513,8.0,-5.5
1984,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.55,8.0,-5.5
1985,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.717,8.0,-5.5
1986,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.562,8.0,-5.5
1987,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.697,8.0,-5.5
1988,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.802,8.0,-5.5
1989,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.72,8.0,-5.5
1990,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.41,8.0,-5.5
1991,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.359,8.0,-5.5
1992,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.311,8.0,-5.5
1993,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.392,8.0,-5.5
1994,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.333,8.0,-5.5
1995,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.455,8.0,-5.5
1996,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.523,8.0,-5.5
1997,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.49,8.0,-5.5
1998,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.435,8.0,-5.5
1999,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.384,8.0,-5.5
2000,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.407,8.0,-5.5
2001,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.453,8.0,-5.5
2002,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.42,8.0,-5.5
2003,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.309,8.0,-5.5
2004,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.426,8.0,-5.5
2005,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.427,8.0,-5.5
2006,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.374,8.0,-5.5
2007,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.355,8.0,-5.5
2008,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.348,8.0,-5.5
2009,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.284,8.0,-5.5
2010,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.342,8.0,-5.5
2011,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.347,8.0,-5.5
2012,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.434,8.0,-5.5
2013,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.486,8.0,-5.5
2014,Cote d'Ivoire,africa_sub_saharan,africa,civ,g77,sub_saharan_africa,20/09/1960,Lower middle income,Sub-Saharan Africa,0.49,8.0,-5.5
1992,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,3.67,45.16667,15.5
1993,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,3.61,45.16667,15.5
1994,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,3.55,45.16667,15.5
1995,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,3.64,45.16667,15.5
1996,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,3.77,45.16667,15.5
1997,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.14,45.16667,15.5
1998,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.48,45.16667,15.5
1999,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.39,45.16667,15.5
2000,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.37,45.16667,15.5
2001,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.59,45.16667,15.5
2002,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.84,45.16667,15.5
2003,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,5.18,45.16667,15.5
2004,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,5.04,45.16667,15.5
2005,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,5.09,45.16667,15.5
2006,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,5.09,45.16667,15.5
2007,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,5.37,45.16667,15.5
2008,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,5.09,45.16667,15.5
2009,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.78,45.16667,15.5
2010,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.57,45.16667,15.5
2011,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.63,45.16667,15.5
2012,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.22,45.16667,15.5
2013,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,4.12,45.16667,15.5
2014,Croatia,europe_east,europe,hrv,others,europe_central_asia,22/05/1992,Upper middle income,Europe & Central Asia,3.97,45.16667,15.5
1960,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.92,22.0,-79.5
1961,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.67,22.0,-79.5
1962,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.9,22.0,-79.5
1963,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.71,22.0,-79.5
1964,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.84,22.0,-79.5
1965,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.84,22.0,-79.5
1966,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.87,22.0,-79.5
1967,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.91,22.0,-79.5
1968,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,1.91,22.0,-79.5
1969,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.02,22.0,-79.5
1970,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.14,22.0,-79.5
1971,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.21,22.0,-79.5
1972,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.3,22.0,-79.5
1973,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.44,22.0,-79.5
1974,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.46,22.0,-79.5
1975,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.87,22.0,-79.5
1976,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.85,22.0,-79.5
1977,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.05,22.0,-79.5
1978,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.16,22.0,-79.5
1979,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.24,22.0,-79.5
1980,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.19,22.0,-79.5
1981,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.31,22.0,-79.5
1982,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.48,22.0,-79.5
1983,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.09,22.0,-79.5
1984,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.25,22.0,-79.5
1985,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.23,22.0,-79.5
1986,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.3,22.0,-79.5
1987,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.31,22.0,-79.5
1988,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.43,22.0,-79.5
1989,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.41,22.0,-79.5
1990,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.15,22.0,-79.5
1991,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.79,22.0,-79.5
1992,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.92,22.0,-79.5
1993,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.72,22.0,-79.5
1994,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.97,22.0,-79.5
1995,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.36,22.0,-79.5
1996,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.46,22.0,-79.5
1997,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.24,22.0,-79.5
1998,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.21,22.0,-79.5
1999,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.28,22.0,-79.5
2000,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.34,22.0,-79.5
2001,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.28,22.0,-79.5
2002,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.33,22.0,-79.5
2003,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.27,22.0,-79.5
2004,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.22,22.0,-79.5
2005,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.3,22.0,-79.5
2006,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.43,22.0,-79.5
2007,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.37,22.0,-79.5
2008,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.69,22.0,-79.5
2009,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,2.64,22.0,-79.5
2010,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.39,22.0,-79.5
2011,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.17,22.0,-79.5
2012,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.18,22.0,-79.5
2013,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.05,22.0,-79.5
2014,Cuba,america_north,americas,cub,g77,america,24/10/1945,Upper middle income,Latin America & Caribbean,3.05,22.0,-79.5
1960,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,1.55,35.0,33.0
1961,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,1.5,35.0,33.0
1962,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,1.57,35.0,33.0
1963,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,1.71,35.0,33.0
1964,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,1.73,35.0,33.0
1965,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,1.98,35.0,33.0
1966,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,2.12,35.0,33.0
1967,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,2.31,35.0,33.0
1968,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,2.71,35.0,33.0
1969,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,2.76,35.0,33.0
1970,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,2.78,35.0,33.0
1971,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,3.04,35.0,33.0
1972,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,3.83,35.0,33.0
1973,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,3.94,35.0,33.0
1974,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,3.0,35.0,33.0
1975,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,3.05,35.0,33.0
1976,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,3.75,35.0,33.0
1977,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.01,35.0,33.0
1978,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.17,35.0,33.0
1979,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.42,35.0,33.0
1980,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.68,35.0,33.0
1981,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.42,35.0,33.0
1982,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.49,35.0,33.0
1983,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.46,35.0,33.0
1984,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.56,35.0,33.0
1985,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.41,35.0,33.0
1986,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,4.98,35.0,33.0
1987,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,5.7,35.0,33.0
1988,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,5.61,35.0,33.0
1989,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,5.78,35.0,33.0
1990,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,5.71,35.0,33.0
1991,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,5.99,35.0,33.0
1992,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.47,35.0,33.0
1993,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.66,35.0,33.0
1994,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.74,35.0,33.0
1995,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.29,35.0,33.0
1996,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.8,35.0,33.0
1997,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.58,35.0,33.0
1998,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.05,35.0,33.0
1999,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.89,35.0,33.0
2000,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.35,35.0,33.0
2001,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.13,35.0,33.0
2002,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.19,35.0,33.0
2003,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.8,35.0,33.0
2004,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.26,35.0,33.0
2005,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.3,35.0,33.0
2006,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.45,35.0,33.0
2007,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.7,35.0,33.0
2008,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.93,35.0,33.0
2009,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,7.39,35.0,33.0
2010,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.93,35.0,33.0
2011,Cyprus,europe_west,europe,cyp,others,europe_central_asia,20/09/1960,High income,Europe & Central Asia,6.6,35.0,33.0
